"GEO_ID","NAME","B19113_001E","B19113_001M","B19113_001MA","B19113_001EA",
"0500000US17163","St. Clair County, Illinois","77323","2133","null","null",
"0500000US17165","Saline County, Illinois","54785","4798","null","null",
"0500000US17167","Sangamon County, Illinois","83512","1783","null","null",
"0500000US17169","Schuyler County, Illinois","72299","4658","null","null",
"0500000US17171","Scott County, Illinois","71066","6020","null","null",
"0500000US17173","Shelby County, Illinois","70727","3398","null","null",
"0500000US17175","Stark County, Illinois","68438","3957","null","null",
"0500000US17177","Stephenson County, Illinois","62883","3217","null","null",
"0500000US17179","Tazewell County, Illinois","82550","2526","null","null",
"0500000US17181","Union County, Illinois","66559","5346","null","null",
"0500000US17183","Vermilion County, Illinois","60958","2685","null","null",
"0500000US17185","Wabash County, Illinois","70870","6058","null","null",
"0500000US17187","Warren County, Illinois","68139","2524","null","null",
"0500000US17189","Washington County, Illinois","82788","2775","null","null",
"0500000US17191","Wayne County, Illinois","63114","3454","null","null",
"0500000US17193","White County, Illinois","60025","3401","null","null",
"0500000US17195","Whiteside County, Illinois","71882","2079","null","null",
"0500000US17197","Will County, Illinois","105658","1083","null","null",
"0500000US17199","Williamson County, Illinois","70065","4634","null","null",
"0500000US17201","Winnebago County, Illinois","67029","1529","null","null",
"0500000US17203","Woodford County, Illinois","87374","3883","null","null",
"0500000US18001","Adams County, Indiana","66532","4692","null","null",
"0500000US18003","Allen County, Indiana","71419","1284","null","null",
"0500000US18005","Bartholomew County, Indiana","79194","3648","null","null",
"0500000US18007","Benton County, Indiana","56625","3496","null","null",
"0500000US18009","Blackford County, Indiana","55691","7392","null","null",
"0500000US18011","Boone County, Indiana","106908","3611","null","null",
"0500000US18013","Brown County, Indiana","76500","5664","null","null",
"0500000US18015","Carroll County, Indiana","66401","5561","null","null",
"0500000US18017","Cass County, Indiana","64078","3841","null","null",
"0500000US18019","Clark County, Indiana","71001","1888","null","null",
"0500000US18021","Clay County, Indiana","71032","4403","null","null",
"0500000US18023","Clinton County, Indiana","66686","4164","null","null",
"0500000US18025","Crawford County, Indiana","55532","5193","null","null",
"0500000US18027","Daviess County, Indiana","67808","4684","null","null",
"0500000US18029","Dearborn County, Indiana","82864","4513","null","null",
"0500000US18031","Decatur County, Indiana","68480","6015","null","null",
"0500000US18033","DeKalb County, Indiana","70074","2619","null","null",
"0500000US18035","Delaware County, Indiana","61415","1873","null","null",
"0500000US18037","Dubois County, Indiana","76011","2405","null","null",
"0500000US18039","Elkhart County, Indiana","70610","1564","null","null",
"0500000US18041","Fayette County, Indiana","56820","6563","null","null",
"0500000US18043","Floyd County, Indiana","84433","4310","null","null",
"0500000US18045","Fountain County, Indiana","65250","4841","null","null",
"0500000US18047","Franklin County, Indiana","76543","6432","null","null",
"0500000US18049","Fulton County, Indiana","64657","6265","null","null",
"0500000US18051","Gibson County, Indiana","70685","3808","null","null",
"0500000US18053","Grant County, Indiana","58153","2737","null","null",
"0500000US18055","Greene County, Indiana","59976","4346","null","null",
"0500000US18057","Hamilton County, Indiana","115306","2959","null","null",
"0500000US18059","Hancock County, Indiana","89636","2213","null","null",
"0500000US18061","Harrison County, Indiana","76336","4455","null","null",
"0500000US18063","Hendricks County, Indiana","95431","2928","null","null",
"0500000US18065","Henry County, Indiana","62770","3605","null","null",
"0500000US18067","Howard County, Indiana","69896","2979","null","null",
"0500000US18069","Huntington County, Indiana","67994","3032","null","null",
"0500000US18071","Jackson County, Indiana","65111","3135","null","null",
"0500000US18073","Jasper County, Indiana","73785","3995","null","null",
"0500000US18075","Jay County, Indiana","60890","2798","null","null",
"0500000US18077","Jefferson County, Indiana","62802","7063","null","null",
"0500000US18079","Jennings County, Indiana","69242","7323","null","null",
"0500000US18081","Johnson County, Indiana","86319","2866","null","null",
"0500000US18083","Knox County, Indiana","62833","3822","null","null",
"0500000US18085","Kosciusko County, Indiana","73298","2052","null","null",
"0500000US18087","LaGrange County, Indiana","74059","2393","null","null",
"0500000US18089","Lake County, Indiana","71632","1840","null","null",
"0500000US18091","LaPorte County, Indiana","70726","1881","null","null",
"0500000US18093","Lawrence County, Indiana","70251","3389","null","null",
"0500000US18095","Madison County, Indiana","63053","1838","null","null",
"0500000US18097","Marion County, Indiana","65229","1149","null","null",
"0500000US18099","Marshall County, Indiana","68813","4046","null","null",
"0500000US18101","Martin County, Indiana","70000","5734","null","null",
"0500000US18103","Miami County, Indiana","62297","3037","null","null",
"0500000US18105","Monroe County, Indiana","78908","2770","null","null",
"0500000US18107","Montgomery County, Indiana","71036","2926","null","null",
"0500000US18109","Morgan County, Indiana","77360","2961","null","null",
"0500000US18111","Newton County, Indiana","67048","2388","null","null",
"0500000US18113","Noble County, Indiana","67366","3135","null","null",
"0500000US18115","Ohio County, Indiana","77292","9896","null","null",
"0500000US18117","Orange County, Indiana","64495","4986","null","null",
"0500000US18119","Owen County, Indiana","62320","4339","null","null",
"0500000US18121","Parke County, Indiana","65295","5186","null","null",
"0500000US18123","Perry County, Indiana","70591","6797","null","null",
"0500000US18125","Pike County, Indiana","69823","5360","null","null",
"0500000US18127","Porter County, Indiana","88159","2760","null","null",
"0500000US18129","Posey County, Indiana","77535","5419","null","null",
"0500000US18131","Pulaski County, Indiana","61569","5723","null","null",
"0500000US18133","Putnam County, Indiana","73038","3885","null","null",
"0500000US18135","Randolph County, Indiana","66103","4200","null","null",
"0500000US18137","Ripley County, Indiana","74596","6308","null","null",
"0500000US18139","Rush County, Indiana","67772","7317","null","null",
"0500000US18141","St. Joseph County, Indiana","70508","1886","null","null",
"0500000US18143","Scott County, Indiana","59681","3721","null","null",
"0500000US18145","Shelby County, Indiana","73265","2557","null","null",
"0500000US18147","Spencer County, Indiana","78643","5130","null","null",
"0500000US18149","Starke County, Indiana","60246","6087","null","null",
"0500000US18151","Steuben County, Indiana","72426","4268","null","null",
"0500000US18153","Sullivan County, Indiana","61572","4855","null","null",
"0500000US18155","Switzerland County, Indiana","62683","3421","null","null",
"0500000US18157","Tippecanoe County, Indiana","74203","1802","null","null",
"0500000US18159","Tipton County, Indiana","81705","4842","null","null",
"0500000US18161","Union County, Indiana","73447","6312","null","null",
"0500000US18163","Vanderburgh County, Indiana","66572","2476","null","null",
"0500000US18165","Vermillion County, Indiana","63399","6831","null","null",
"0500000US18167","Vigo County, Indiana","62460","2439","null","null",
"0500000US18169","Wabash County, Indiana","66953","3703","null","null",
"0500000US18171","Warren County, Indiana","75633","4565","null","null",
"0500000US18173","Warrick County, Indiana","92761","3716","null","null",
"0500000US18175","Washington County, Indiana","62785","4749","null","null",
"0500000US18177","Wayne County, Indiana","60991","2870","null","null",
"0500000US18179","Wells County, Indiana","71872","4431","null","null",
"0500000US18181","White County, Indiana","66501","3399","null","null",
"0500000US18183","Whitley County, Indiana","74725","4466","null","null",
"0500000US19001","Adair County, Iowa","77548","5419","null","null",
"0500000US19003","Adams County, Iowa","70022","4784","null","null",
"0500000US19005","Allamakee County, Iowa","72277","4222","null","null",
"0500000US19007","Appanoose County, Iowa","50011","5420","null","null",
"0500000US19009","Audubon County, Iowa","59702","5304","null","null",
"0500000US19011","Benton County, Iowa","80425","4460","null","null",
"0500000US19013","Black Hawk County, Iowa","73832","1911","null","null",
"0500000US19015","Boone County, Iowa","85085","3427","null","null",
"0500000US19017","Bremer County, Iowa","85589","4998","null","null",
"0500000US19019","Buchanan County, Iowa","78835","3317","null","null",
"0500000US19021","Buena Vista County, Iowa","72230","3976","null","null",
"0500000US19023","Butler County, Iowa","68904","5257","null","null",
"0500000US19025","Calhoun County, Iowa","71208","2880","null","null",
"0500000US19027","Carroll County, Iowa","80807","3160","null","null",
"0500000US19029","Cass County, Iowa","72868","5335","null","null",
"0500000US19031","Cedar County, Iowa","83385","3946","null","null",
"0500000US19033","Cerro Gordo County, Iowa","73237","6185","null","null",
"0500000US19035","Cherokee County, Iowa","78351","5206","null","null",
"0500000US19037","Chickasaw County, Iowa","75797","6281","null","null",
"0500000US19039","Clarke County, Iowa","64142","5334","null","null",
"0500000US19041","Clay County, Iowa","69988","6309","null","null",
"0500000US19043","Clayton County, Iowa","72179","4112","null","null",
"0500000US19045","Clinton County, Iowa","70735","3751","null","null",
"0500000US19047","Crawford County, Iowa","66804","6602","null","null",
"0500000US19049","Dallas County, Iowa","114777","5850","null","null",
"0500000US19051","Davis County, Iowa","81309","3370","null","null",
"0500000US19053","Decatur County, Iowa","57926","5617","null","null",
"0500000US19055","Delaware County, Iowa","77254","5408","null","null",
"0500000US19057","Des Moines County, Iowa","67693","3787","null","null",
"0500000US19059","Dickinson County, Iowa","76161","4098","null","null",
"0500000US19061","Dubuque County, Iowa","82099","2341","null","null",
"0500000US19063","Emmet County, Iowa","68716","3860","null","null",
"0500000US19065","Fayette County, Iowa","64004","4071","null","null",
"0500000US19067","Floyd County, Iowa","74894","3429","null","null",
"0500000US19069","Franklin County, Iowa","61971","4000","null","null",
"0500000US19071","Fremont County, Iowa","72404","4630","null","null",
"0500000US19073","Greene County, Iowa","68438","3732","null","null",
"0500000US19075","Grundy County, Iowa","82966","4231","null","null",
"0500000US19077","Guthrie County, Iowa","78171","4323","null","null",
"0500000US19079","Hamilton County, Iowa","73373","6423","null","null",
"0500000US19081","Hancock County, Iowa","72182","7322","null","null",
"0500000US19083","Hardin County, Iowa","71703","3982","null","null",
"0500000US19085","Harrison County, Iowa","78913","5118","null","null",
"0500000US19087","Henry County, Iowa","69772","3812","null","null",
"0500000US19089","Howard County, Iowa","66267","6009","null","null",
"0500000US19091","Humboldt County, Iowa","70404","6443","null","null",
"0500000US19093","Ida County, Iowa","69300","9071","null","null",
"0500000US19095","Iowa County, Iowa","76439","3604","null","null",
"0500000US19097","Jackson County, Iowa","76532","6542","null","null",
"0500000US19099","Jasper County, Iowa","70266","3122","null","null",
"0500000US19101","Jefferson County, Iowa","61094","5852","null","null",
"0500000US19103","Johnson County, Iowa","97891","2250","null","null",
"0500000US19105","Jones County, Iowa","78432","4029","null","null",
"0500000US19107","Keokuk County, Iowa","69970","6888","null","null",
"0500000US19109","Kossuth County, Iowa","70540","2684","null","null",
"0500000US19111","Lee County, Iowa","64578","2613","null","null",
"0500000US19113","Linn County, Iowa","87195","2154","null","null",
"0500000US19115","Louisa County, Iowa","74684","3828","null","null",
"0500000US19117","Lucas County, Iowa","67672","3525","null","null",
"0500000US19119","Lyon County, Iowa","78007","4336","null","null",
"0500000US19121","Madison County, Iowa","88352","8732","null","null",
"0500000US19123","Mahaska County, Iowa","73259","5000","null","null",
"0500000US19125","Marion County, Iowa","78425","4321","null","null",
"0500000US19127","Marshall County, Iowa","71715","3862","null","null",
"0500000US19129","Mills County, Iowa","91563","5017","null","null",
"0500000US19131","Mitchell County, Iowa","73550","6981","null","null",
"0500000US19133","Monona County, Iowa","68340","3867","null","null",
"0500000US19135","Monroe County, Iowa","74896","8655","null","null",
"0500000US19137","Montgomery County, Iowa","66820","5429","null","null",
"0500000US19139","Muscatine County, Iowa","71787","4750","null","null",
"0500000US19141","O'Brien County, Iowa","80243","3679","null","null",
"0500000US19143","Osceola County, Iowa","68723","3655","null","null",
"0500000US19145","Page County, Iowa","63965","3109","null","null",
"0500000US19147","Palo Alto County, Iowa","80441","5290","null","null",
"0500000US19149","Plymouth County, Iowa","82372","2914","null","null",
"0500000US19151","Pocahontas County, Iowa","70427","6426","null","null",
"0500000US19153","Polk County, Iowa","86525","1889","null","null",
"0500000US19155","Pottawattamie County, Iowa","73514","2621","null","null",
"0500000US19157","Poweshiek County, Iowa","78387","4061","null","null",
"0500000US19159","Ringgold County, Iowa","73065","6694","null","null",
"0500000US19161","Sac County, Iowa","70707","6922","null","null",
"0500000US19163","Scott County, Iowa","82256","2741","null","null",
"0500000US19165","Shelby County, Iowa","76793","5962","null","null",
"0500000US19167","Sioux County, Iowa","83744","3372","null","null",
"0500000US19169","Story County, Iowa","92984","4538","null","null",
"0500000US19171","Tama County, Iowa","71605","4719","null","null",
"0500000US19173","Taylor County, Iowa","68281","5309","null","null",
"0500000US19175","Union County, Iowa","74148","6151","null","null",
"0500000US19177","Van Buren County, Iowa","61625","4577","null","null",
"0500000US19179","Wapello County, Iowa","58281","3915","null","null",
"0500000US19181","Warren County, Iowa","96276","3715","null","null",
"0500000US19183","Washington County, Iowa","74987","4431","null","null",
"0500000US19185","Wayne County, Iowa","62171","3343","null","null",
"0500000US19187","Webster County, Iowa","68809","4000","null","null",
"0500000US19189","Winnebago County, Iowa","71467","8995","null","null",
"0500000US19191","Winneshiek County, Iowa","82960","2709","null","null",
"0500000US19193","Woodbury County, Iowa","71611","2817","null","null",
"0500000US19195","Worth County, Iowa","76059","2994","null","null",
"0500000US19197","Wright County, Iowa","64072","3644","null","null",
"0500000US20001","Allen County, Kansas","58702","5642","null","null",
"0500000US20003","Anderson County, Kansas","66160","3731","null","null",
"0500000US20005","Atchison County, Kansas","63560","5234","null","null",
"0500000US20007","Barber County, Kansas","64653","6485","null","null",
"0500000US20009","Barton County, Kansas","65821","3528","null","null",
"0500000US20011","Bourbon County, Kansas","58036","8284","null","null",
"0500000US20013","Brown County, Kansas","61535","2603","null","null",
"0500000US20015","Butler County, Kansas","83602","2739","null","null",
"0500000US20017","Chase County, Kansas","58663","7407","null","null",
"0500000US20019","Chautauqua County, Kansas","48526","5484","null","null",
"0500000US20021","Cherokee County, Kansas","57736","5137","null","null",
"0500000US20023","Cheyenne County, Kansas","63105","4286","null","null",
"0500000US20025","Clark County, Kansas","62438","8681","null","null",
"0500000US20027","Clay County, Kansas","67695","2894","null","null",
"0500000US20029","Cloud County, Kansas","59839","4089","null","null",
"0500000US20031","Coffey County, Kansas","76136","10283","null","null",
"0500000US20033","Comanche County, Kansas","73587","8633","null","null",
"0500000US20035","Cowley County, Kansas","60888","4529","null","null",
"0500000US20037","Crawford County, Kansas","57300","4437","null","null",
"0500000US20039","Decatur County, Kansas","61058","8931","null","null",
"0500000US20041","Dickinson County, Kansas","68956","3931","null","null",
"0500000US20043","Doniphan County, Kansas","66168","4767","null","null",
"0500000US20045","Douglas County, Kansas","90062","3718","null","null",
"0500000US20047","Edwards County, Kansas","61389","9124","null","null",
"0500000US20049","Elk County, Kansas","60000","4657","null","null",
"0500000US20051","Ellis County, Kansas","81128","4601","null","null",
"0500000US20053","Ellsworth County, Kansas","75156","9155","null","null",
"0500000US20055","Finney County, Kansas","72228","4956","null","null",
"0500000US20057","Ford County, Kansas","65945","3936","null","null",
"0500000US20059","Franklin County, Kansas","69375","4046","null","null",
"0500000US20061","Geary County, Kansas","57961","4787","null","null",
"0500000US20063","Gove County, Kansas","66331","4095","null","null",
"0500000US20065","Graham County, Kansas","53036","7982","null","null",
"0500000US20067","Grant County, Kansas","80364","14992","null","null",
"0500000US20069","Gray County, Kansas","85606","7730","null","null",
"0500000US20071","Greeley County, Kansas","60909","6680","null","null",
"0500000US20073","Greenwood County, Kansas","60325","5128","null","null",
"0500000US20075","Hamilton County, Kansas","54194","3828","null","null",
"0500000US20077","Harper County, Kansas","57381","6548","null","null",
"0500000US20079","Harvey County, Kansas","69739","3336","null","null",
"0500000US20081","Haskell County, Kansas","61250","11698","null","null",
"0500000US20083","Hodgeman County, Kansas","74722","18582","null","null",
"0500000US20085","Jackson County, Kansas","70729","9008","null","null",
"0500000US20087","Jefferson County, Kansas","83057","4596","null","null",
"0500000US20089","Jewell County, Kansas","50670","4919","null","null",
"0500000US20091","Johnson County, Kansas","111766","1808","null","null",
"0500000US20093","Kearny County, Kansas","58088","6500","null","null",
"0500000US20095","Kingman County, Kansas","72667","10018","null","null",
"0500000US20097","Kiowa County, Kansas","66563","5502","null","null",
"0500000US20099","Labette County, Kansas","59070","2545","null","null",
"0500000US20101","Lane County, Kansas","75417","12462","null","null",
"0500000US20103","Leavenworth County, Kansas","89588","4607","null","null",
"0500000US20105","Lincoln County, Kansas","59423","10185","null","null",
"0500000US20107","Linn County, Kansas","64986","5136","null","null",
"0500000US20109","Logan County, Kansas","63594","13165","null","null",
"0500000US20111","Lyon County, Kansas","68721","3349","null","null",
"0500000US20113","McPherson County, Kansas","71993","4391","null","null",
"0500000US20115","Marion County, Kansas","64241","2302","null","null",
"0500000US20117","Marshall County, Kansas","69726","3223","null","null",
"0500000US20119","Meade County, Kansas","67670","5691","null","null",
"0500000US20121","Miami County, Kansas","87341","4261","null","null",
"0500000US20123","Mitchell County, Kansas","54583","5215","null","null",
"0500000US20125","Montgomery County, Kansas","57279","3064","null","null",
"0500000US20127","Morris County, Kansas","69618","4673","null","null",
"0500000US20129","Morton County, Kansas","52471","26340","null","null",
"0500000US20131","Nemaha County, Kansas","81337","8658","null","null",
"0500000US20133","Neosho County, Kansas","63316","4712","null","null",
"0500000US20135","Ness County, Kansas","66964","9713","null","null",
"0500000US20137","Norton County, Kansas","65500","13609","null","null",
"0500000US20139","Osage County, Kansas","69661","4193","null","null",
"0500000US20141","Osborne County, Kansas","60909","4896","null","null",
"0500000US20143","Ottawa County, Kansas","75889","4673","null","null",
"0500000US20145","Pawnee County, Kansas","61576","8822","null","null",
"0500000US20147","Phillips County, Kansas","64833","3386","null","null",
"0500000US20149","Pottawatomie County, Kansas","83170","4159","null","null",
"0500000US20151","Pratt County, Kansas","69280","6801","null","null",
"0500000US20153","Rawlins County, Kansas","69107","11165","null","null",
"0500000US20155","Reno County, Kansas","64108","3156","null","null",
"0500000US20157","Republic County, Kansas","66916","2135","null","null",
"0500000US20159","Rice County, Kansas","61239","3360","null","null",
"0500000US20161","Riley County, Kansas","71550","3114","null","null",
"0500000US20163","Rooks County, Kansas","63792","4482","null","null",
"0500000US20165","Rush County, Kansas","63365","7956","null","null",
"0500000US20167","Russell County, Kansas","61204","6475","null","null",
"0500000US20169","Saline County, Kansas","69887","4776","null","null",
"0500000US20171","Scott County, Kansas","69583","13531","null","null",
"0500000US20173","Sedgwick County, Kansas","73508","1243","null","null",
"0500000US20175","Seward County, Kansas","54301","7420","null","null",
"0500000US20177","Shawnee County, Kansas","75612","2063","null","null",
"0500000US20179","Sheridan County, Kansas","79250","13301","null","null",
"0500000US20181","Sherman County, Kansas","70197","12218","null","null",
"0500000US20183","Smith County, Kansas","57961","7416","null","null",
"0500000US20185","Stafford County, Kansas","70881","4603","null","null",
"0500000US20187","Stanton County, Kansas","70087","30508","null","null",
"0500000US20189","Stevens County, Kansas","61767","9810","null","null",
"0500000US20191","Sumner County, Kansas","70220","3677","null","null",
"0500000US20193","Thomas County, Kansas","80455","8567","null","null",
"0500000US20195","Trego County, Kansas","79073","8284","null","null",
"0500000US20197","Wabaunsee County, Kansas","76673","4035","null","null",
"0500000US20199","Wallace County, Kansas","67895","7990","null","null",
"0500000US20201","Washington County, Kansas","60699","5191","null","null",
"0500000US20203","Wichita County, Kansas","81324","14110","null","null",
"0500000US20205","Wilson County, Kansas","65345","4713","null","null",
"0500000US20207","Woodson County, Kansas","63654","7889","null","null",
"0500000US20209","Wyandotte County, Kansas","57396","2314","null","null",
"0500000US21001","Adair County, Kentucky","53825","4484","null","null",
"0500000US21003","Allen County, Kentucky","57689","4681","null","null",
"0500000US21005","Anderson County, Kentucky","67580","6070","null","null",
"0500000US21007","Ballard County, Kentucky","60720","7996","null","null",
"0500000US21009","Barren County, Kentucky","48738","2411","null","null",
"0500000US21011","Bath County, Kentucky","50531","2907","null","null",
"0500000US21013","Bell County, Kentucky","36505","3481","null","null",
"0500000US21015","Boone County, Kentucky","95904","2405","null","null",
"0500000US21017","Bourbon County, Kentucky","62715","6127","null","null",
"0500000US21019","Boyd County, Kentucky","62021","2918","null","null",
"0500000US21021","Boyle County, Kentucky","63511","5108","null","null",
"0500000US21023","Bracken County, Kentucky","72107","3963","null","null",
"0500000US21025","Breathitt County, Kentucky","42549","5263","null","null",
"0500000US21027","Breckinridge County, Kentucky","62921","5879","null","null",
"0500000US21029","Bullitt County, Kentucky","76296","3161","null","null",
"0500000US21031","Butler County, Kentucky","56145","3375","null","null",
"0500000US21033","Caldwell County, Kentucky","66611","8733","null","null",
"0500000US21035","Calloway County, Kentucky","65456","4673","null","null",
"0500000US21037","Campbell County, Kentucky","85172","3415","null","null",
"0500000US21039","Carlisle County, Kentucky","55625","7987","null","null",
"0500000US21041","Carroll County, Kentucky","47022","12120","null","null",
"0500000US21043","Carter County, Kentucky","50507","4343","null","null",
"0500000US21045","Casey County, Kentucky","38828","3405","null","null",
"0500000US21047","Christian County, Kentucky","51372","3310","null","null",
"0500000US21049","Clark County, Kentucky","69589","7266","null","null",
"0500000US21051","Clay County, Kentucky","36584","2501","null","null",
"0500000US21053","Clinton County, Kentucky","41710","3576","null","null",
"0500000US21055","Crittenden County, Kentucky","65053","6873","null","null",
"0500000US21057","Cumberland County, Kentucky","51952","7937","null","null",
"0500000US21059","Daviess County, Kentucky","68544","3236","null","null",
"0500000US21061","Edmonson County, Kentucky","52951","7050","null","null",
"0500000US21063","Elliott County, Kentucky","44722","16053","null","null",
"0500000US21065","Estill County, Kentucky","44418","3975","null","null",
"0500000US21067","Fayette County, Kentucky","80115","2350","null","null",
"0500000US21069","Fleming County, Kentucky","52500","3590","null","null",
"0500000US21071","Floyd County, Kentucky","46025","1859","null","null",
"0500000US21073","Franklin County, Kentucky","75479","5340","null","null",
"0500000US21075","Fulton County, Kentucky","43235","6894","null","null",
"0500000US21077","Gallatin County, Kentucky","57211","4535","null","null",
"0500000US21079","Garrard County, Kentucky","66325","4266","null","null",
"0500000US21081","Grant County, Kentucky","62148","8526","null","null",
"0500000US21083","Graves County, Kentucky","58246","5570","null","null",
"0500000US21085","Grayson County, Kentucky","46281","3406","null","null",
"0500000US21087","Green County, Kentucky","46961","6528","null","null",
"0500000US21089","Greenup County, Kentucky","62328","2926","null","null",
"0500000US21091","Hancock County, Kentucky","65488","8718","null","null",
"0500000US21093","Hardin County, Kentucky","72353","3000","null","null",
"0500000US21095","Harlan County, Kentucky","35908","3692","null","null",
"0500000US21097","Harrison County, Kentucky","63543","5333","null","null",
"0500000US21099","Hart County, Kentucky","50221","4519","null","null",
"0500000US21101","Henderson County, Kentucky","63278","2158","null","null",
"0500000US21103","Henry County, Kentucky","61714","3050","null","null",
"0500000US21105","Hickman County, Kentucky","68052","12268","null","null",
"0500000US21107","Hopkins County, Kentucky","56269","4177","null","null",
"0500000US21109","Jackson County, Kentucky","40246","7820","null","null",
"0500000US21111","Jefferson County, Kentucky","75482","1294","null","null",
"0500000US21113","Jessamine County, Kentucky","77473","4265","null","null",
"0500000US21115","Johnson County, Kentucky","49427","7105","null","null",
"0500000US21117","Kenton County, Kentucky","83257","3005","null","null",
"0500000US21119","Knott County, Kentucky","41095","2673","null","null",
"0500000US21121","Knox County, Kentucky","37877","4747","null","null",
"0500000US21123","Larue County, Kentucky","59381","4768","null","null",
"0500000US21125","Laurel County, Kentucky","51634","2606","null","null",
"0500000US21127","Lawrence County, Kentucky","44770","4983","null","null",
"0500000US21129","Lee County, Kentucky","35855","5659","null","null",
"0500000US21131","Leslie County, Kentucky","43121","3795","null","null",
"0500000US21133","Letcher County, Kentucky","41043","5124","null","null",
"0500000US21135","Lewis County, Kentucky","44309","9130","null","null",
"0500000US21137","Lincoln County, Kentucky","51017","3058","null","null",
"0500000US21139","Livingston County, Kentucky","59725","8354","null","null",
"0500000US21141","Logan County, Kentucky","59465","4101","null","null",
"0500000US21143","Lyon County, Kentucky","63354","10479","null","null",
"0500000US21145","McCracken County, Kentucky","64778","3198","null","null",
"0500000US21147","McCreary County, Kentucky","37583","5542","null","null",
"0500000US21149","McLean County, Kentucky","68461","5366","null","null",
"0500000US21151","Madison County, Kentucky","66253","4213","null","null",
"0500000US21153","Magoffin County, Kentucky","35833","5212","null","null",
"0500000US21155","Marion County, Kentucky","61821","7108","null","null",
"0500000US21157","Marshall County, Kentucky","73602","9227","null","null",
"0500000US21159","Martin County, Kentucky","50263","7814","null","null",
"0500000US21161","Mason County, Kentucky","65585","8791","null","null",
"0500000US21163","Meade County, Kentucky","77020","4333","null","null",
"0500000US21165","Menifee County, Kentucky","54527","11125","null","null",
"0500000US21167","Mercer County, Kentucky","69728","6578","null","null",
"0500000US21169","Metcalfe County, Kentucky","44162","5005","null","null",
"0500000US21171","Monroe County, Kentucky","52682","3339","null","null",
"0500000US21173","Montgomery County, Kentucky","60369","5882","null","null",
"0500000US21175","Morgan County, Kentucky","45313","6127","null","null",
"0500000US21177","Muhlenberg County, Kentucky","58853","3461","null","null",
"0500000US21179","Nelson County, Kentucky","73756","1775","null","null",
"0500000US21181","Nicholas County, Kentucky","55615","8655","null","null",
"0500000US21183","Ohio County, Kentucky","48222","3400","null","null",
"0500000US21185","Oldham County, Kentucky","114912","3720","null","null",
"0500000US21187","Owen County, Kentucky","67554","8174","null","null",
"0500000US21189","Owsley County, Kentucky","40786","9824","null","null",
"0500000US21191","Pendleton County, Kentucky","69360","5763","null","null",
"0500000US21193","Perry County, Kentucky","49348","4425","null","null",
"0500000US21195","Pike County, Kentucky","45529","1862","null","null",
"0500000US21197","Powell County, Kentucky","61132","8441","null","null",
"0500000US21199","Pulaski County, Kentucky","53447","2309","null","null",
"0500000US21201","Robertson County, Kentucky","64152","9758","null","null",
"0500000US21203","Rockcastle County, Kentucky","51480","6010","null","null",
"0500000US21205","Rowan County, Kentucky","62779","8029","null","null",
"0500000US21207","Russell County, Kentucky","60477","6611","null","null",
"0500000US21209","Scott County, Kentucky","83990","5402","null","null",
"0500000US21211","Shelby County, Kentucky","84096","4948","null","null",
"0500000US21213","Simpson County, Kentucky","59885","2515","null","null",
"0500000US21215","Spencer County, Kentucky","91052","4839","null","null",
"0500000US21217","Taylor County, Kentucky","63009","4357","null","null",
"0500000US21219","Todd County, Kentucky","57778","4785","null","null",
"0500000US21221","Trigg County, Kentucky","63003","6394","null","null",
"0500000US21223","Trimble County, Kentucky","65534","2553","null","null",
"0500000US21225","Union County, Kentucky","57703","6442","null","null",
"0500000US21227","Warren County, Kentucky","67706","2781","null","null",
"0500000US21229","Washington County, Kentucky","66680","7719","null","null",
"0500000US21231","Wayne County, Kentucky","51037","6666","null","null",
"0500000US21233","Webster County, Kentucky","60275","9023","null","null",
"0500000US21235","Whitley County, Kentucky","50262","4898","null","null",
"0500000US21237","Wolfe County, Kentucky","30750","7025","null","null",
"0500000US21239","Woodford County, Kentucky","82226","4375","null","null",
"0500000US22001","Acadia Parish, Louisiana","59906","5641","null","null",
"0500000US22003","Allen Parish, Louisiana","62708","9759","null","null",
"0500000US22005","Ascension Parish, Louisiana","94552","4583","null","null",
"0500000US22007","Assumption Parish, Louisiana","62655","8648","null","null",
"0500000US22009","Avoyelles Parish, Louisiana","44770","4906","null","null",
"0500000US22011","Beauregard Parish, Louisiana","66058","6321","null","null",
"0500000US22013","Bienville Parish, Louisiana","41418","10044","null","null",
"0500000US22015","Bossier Parish, Louisiana","70196","3595","null","null",
"0500000US22017","Caddo Parish, Louisiana","55719","2193","null","null",
"0500000US22019","Calcasieu Parish, Louisiana","66242","3314","null","null",
"0500000US22021","Caldwell Parish, Louisiana","50543","7826","null","null",
"0500000US22023","Cameron Parish, Louisiana","61264","7044","null","null",
"0500000US22025","Catahoula Parish, Louisiana","54079","8739","null","null",
"0500000US22027","Claiborne Parish, Louisiana","35250","2726","null","null",
"0500000US22029","Concordia Parish, Louisiana","45653","8064","null","null",
"0500000US22031","De Soto Parish, Louisiana","55183","4264","null","null",
"0500000US22033","East Baton Rouge Parish, Louisiana","77554","2985","null","null",
"0500000US22035","East Carroll Parish, Louisiana","33125","11274","null","null",
"0500000US22037","East Feliciana Parish, Louisiana","69248","7199","null","null",
"0500000US22039","Evangeline Parish, Louisiana","40688","7780","null","null",
"0500000US22041","Franklin Parish, Louisiana","46315","7088","null","null",
"0500000US22043","Grant Parish, Louisiana","60769","10311","null","null",
