"GEO_ID","NAME","B19113_001E","B19113_001M","B19113_001MA","B19113_001EA",
"0500000US31097","Johnson County, Nebraska","61607","7593","null","null",
"0500000US31099","Kearney County, Nebraska","76607","9213","null","null",
"0500000US31101","Keith County, Nebraska","67486","5891","null","null",
"0500000US31103","Keya Paha County, Nebraska","58203","5786","null","null",
"0500000US31105","Kimball County, Nebraska","62945","4725","null","null",
"0500000US31107","Knox County, Nebraska","67044","5815","null","null",
"0500000US31109","Lancaster County, Nebraska","81988","1862","null","null",
"0500000US31111","Lincoln County, Nebraska","72653","4126","null","null",
"0500000US31113","Logan County, Nebraska","58295","20245","null","null",
"0500000US31115","Loup County, Nebraska","61750","6011","null","null",
"0500000US31117","McPherson County, Nebraska","55625","27582","null","null",
"0500000US31119","Madison County, Nebraska","70228","4449","null","null",
"0500000US31121","Merrick County, Nebraska","72727","3952","null","null",
"0500000US31123","Morrill County, Nebraska","65292","8263","null","null",
"0500000US31125","Nance County, Nebraska","64545","8972","null","null",
"0500000US31127","Nemaha County, Nebraska","68053","9648","null","null",
"0500000US31129","Nuckolls County, Nebraska","65446","4209","null","null",
"0500000US31131","Otoe County, Nebraska","79404","3691","null","null",
"0500000US31133","Pawnee County, Nebraska","60781","7370","null","null",
"0500000US31135","Perkins County, Nebraska","75859","8078","null","null",
"0500000US31137","Phelps County, Nebraska","76849","7987","null","null",
"0500000US31139","Pierce County, Nebraska","71227","4710","null","null",
"0500000US31141","Platte County, Nebraska","76959","3247","null","null",
"0500000US31143","Polk County, Nebraska","72171","3890","null","null",
"0500000US31145","Red Willow County, Nebraska","66849","7883","null","null",
"0500000US31147","Richardson County, Nebraska","56974","9329","null","null",
"0500000US31149","Rock County, Nebraska","64219","12163","null","null",
"0500000US31151","Saline County, Nebraska","64156","5711","null","null",
"0500000US31153","Sarpy County, Nebraska","98449","3126","null","null",
"0500000US31155","Saunders County, Nebraska","86836","4736","null","null",
"0500000US31157","Scotts Bluff County, Nebraska","65231","3739","null","null",
"0500000US31159","Seward County, Nebraska","88497","5123","null","null",
"0500000US31161","Sheridan County, Nebraska","59219","2660","null","null",
"0500000US31163","Sherman County, Nebraska","67440","9772","null","null",
"0500000US31165","Sioux County, Nebraska","52333","21430","null","null",
"0500000US31167","Stanton County, Nebraska","78916","4592","null","null",
"0500000US31169","Thayer County, Nebraska","67045","6797","null","null",
"0500000US31171","Thomas County, Nebraska","67500","20058","null","null",
"0500000US31173","Thurston County, Nebraska","60664","4280","null","null",
"0500000US31175","Valley County, Nebraska","77531","5362","null","null",
"0500000US31177","Washington County, Nebraska","92758","6730","null","null",
"0500000US31179","Wayne County, Nebraska","74809","5791","null","null",
"0500000US31181","Webster County, Nebraska","64605","6493","null","null",
"0500000US31183","Wheeler County, Nebraska","69375","6673","null","null",
"0500000US31185","York County, Nebraska","78187","5005","null","null",
"0500000US32001","Churchill County, Nevada","71147","11966","null","null",
"0500000US32003","Clark County, Nevada","71896","684","null","null",
"0500000US32005","Douglas County, Nevada","82721","4088","null","null",
"0500000US32007","Elko County, Nevada","93544","4866","null","null",
"0500000US32009","Esmeralda County, Nevada","58125","33054","null","null",
"0500000US32011","Eureka County, Nevada","77708","26653","null","null",
"0500000US32013","Humboldt County, Nevada","82539","6967","null","null",
"0500000US32015","Lander County, Nevada","89921","23038","null","null",
"0500000US32017","Lincoln County, Nevada","70694","14859","null","null",
"0500000US32019","Lyon County, Nevada","71405","5159","null","null",
"0500000US32021","Mineral County, Nevada","49659","5376","null","null",
"0500000US32023","Nye County, Nevada","55969","2737","null","null",
"0500000US32027","Pershing County, Nevada","67781","12555","null","null",
"0500000US32029","Storey County, Nevada","90429","22221","null","null",
"0500000US32031","Washoe County, Nevada","84192","1870","null","null",
"0500000US32033","White Pine County, Nevada","71083","13668","null","null",
"0500000US32510","Carson City, Nevada","69727","3059","null","null",
"0500000US33001","Belknap County, New Hampshire","86571","3850","null","null",
"0500000US33003","Carroll County, New Hampshire","79380","4355","null","null",
"0500000US33005","Cheshire County, New Hampshire","83400","3232","null","null",
"0500000US33007","Coos County, New Hampshire","65142","4058","null","null",
"0500000US33009","Grafton County, New Hampshire","85856","3446","null","null",
"0500000US33011","Hillsborough County, New Hampshire","103238","2344","null","null",
"0500000US33013","Merrimack County, New Hampshire","95270","2489","null","null",
"0500000US33015","Rockingham County, New Hampshire","113827","2744","null","null",
"0500000US33017","Strafford County, New Hampshire","92642","3644","null","null",
"0500000US33019","Sullivan County, New Hampshire","80710","3284","null","null",
"0500000US34001","Atlantic County, New Jersey","78974","3318","null","null",
"0500000US34003","Bergen County, New Jersey","126103","1967","null","null",
"0500000US34005","Burlington County, New Jersey","108248","1818","null","null",
"0500000US34007","Camden County, New Jersey","89417","1500","null","null",
"0500000US34009","Cape May County, New Jersey","87716","2923","null","null",
"0500000US34011","Cumberland County, New Jersey","67467","2487","null","null",
"0500000US34013","Essex County, New Jersey","83801","1529","null","null",
"0500000US34015","Gloucester County, New Jersey","108479","2474","null","null",
"0500000US34017","Hudson County, New Jersey","80756","1882","null","null",
"0500000US34019","Hunterdon County, New Jersey","145264","6559","null","null",
"0500000US34021","Mercer County, New Jersey","108756","2240","null","null",
"0500000US34023","Middlesex County, New Jersey","109871","1841","null","null",
"0500000US34025","Monmouth County, New Jersey","130727","2242","null","null",
"0500000US34027","Morris County, New Jersey","143166","2193","null","null",
"0500000US34029","Ocean County, New Jersey","92401","1503","null","null",
"0500000US34031","Passaic County, New Jersey","84439","1726","null","null",
"0500000US34033","Salem County, New Jersey","85217","4427","null","null",
"0500000US34035","Somerset County, New Jersey","142098","3754","null","null",
"0500000US34037","Sussex County, New Jersey","112443","2513","null","null",
"0500000US34039","Union County, New Jersey","98624","1823","null","null",
"0500000US34041","Warren County, New Jersey","101985","3934","null","null",
"0500000US35001","Bernalillo County, New Mexico","69003","1624","null","null",
"0500000US35003","Catron County, New Mexico","46264","5222","null","null",
"0500000US35005","Chaves County, New Mexico","56190","3153","null","null",
"0500000US35006","Cibola County, New Mexico","55325","5321","null","null",
"0500000US35007","Colfax County, New Mexico","49984","6066","null","null",
"0500000US35009","Curry County, New Mexico","54162","3212","null","null",
"0500000US35011","De Baca County, New Mexico","65893","9876","null","null",
"0500000US35013","Doña Ana County, New Mexico","51928","2572","null","null",
"0500000US35015","Eddy County, New Mexico","78029","8203","null","null",
"0500000US35017","Grant County, New Mexico","54879","7752","null","null",
"0500000US35019","Guadalupe County, New Mexico","40451","8589","null","null",
"0500000US35021","Harding County, New Mexico","48750","13917","null","null",
"0500000US35023","Hidalgo County, New Mexico","54896","4069","null","null",
"0500000US35025","Lea County, New Mexico","68372","5212","null","null",
"0500000US35027","Lincoln County, New Mexico","57831","6930","null","null",
"0500000US35028","Los Alamos County, New Mexico","141569","10821","null","null",
"0500000US35029","Luna County, New Mexico","47047","3928","null","null",
"0500000US35031","McKinley County, New Mexico","42226","2666","null","null",
"0500000US35033","Mora County, New Mexico","44036","6932","null","null",
"0500000US35035","Otero County, New Mexico","55941","2746","null","null",
"0500000US35037","Quay County, New Mexico","42533","10421","null","null",
"0500000US35039","Rio Arriba County, New Mexico","55543","7279","null","null",
"0500000US35041","Roosevelt County, New Mexico","55673","8384","null","null",
"0500000US35043","Sandoval County, New Mexico","75901","2029","null","null",
"0500000US35045","San Juan County, New Mexico","55199","2010","null","null",
"0500000US35047","San Miguel County, New Mexico","44205","6523","null","null",
"0500000US35049","Santa Fe County, New Mexico","73862","2494","null","null",
"0500000US35051","Sierra County, New Mexico","55700","8125","null","null",
"0500000US35053","Socorro County, New Mexico","50146","6314","null","null",
"0500000US35055","Taos County, New Mexico","57614","7290","null","null",
"0500000US35057","Torrance County, New Mexico","55472","7561","null","null",
"0500000US35059","Union County, New Mexico","44000","10212","null","null",
"0500000US35061","Valencia County, New Mexico","57231","5881","null","null",
"0500000US36001","Albany County, New York","95923","2707","null","null",
"0500000US36003","Allegany County, New York","65372","2599","null","null",
"0500000US36005","Bronx County, New York","49624","969","null","null",
"0500000US36007","Broome County, New York","69596","2524","null","null",
"0500000US36009","Cattaraugus County, New York","62587","2223","null","null",
"0500000US36011","Cayuga County, New York","73590","3092","null","null",
"0500000US36013","Chautauqua County, New York","62366","1718","null","null",
"0500000US36015","Chemung County, New York","70617","1957","null","null",
"0500000US36017","Chenango County, New York","65537","2564","null","null",
"0500000US36019","Clinton County, New York","73838","3382","null","null",
"0500000US36021","Columbia County, New York","84096","3370","null","null",
"0500000US36023","Cortland County, New York","71430","3074","null","null",
"0500000US36025","Delaware County, New York","65755","2766","null","null",
"0500000US36027","Dutchess County, New York","103200","2239","null","null",
"0500000US36029","Erie County, New York","80437","1099","null","null",
"0500000US36031","Essex County, New York","66262","3715","null","null",
"0500000US36033","Franklin County, New York","65693","3862","null","null",
"0500000US36035","Fulton County, New York","63988","5189","null","null",
"0500000US36037","Genesee County, New York","76818","1945","null","null",
"0500000US36039","Greene County, New York","76110","3558","null","null",
"0500000US36041","Hamilton County, New York","74306","5447","null","null",
"0500000US36043","Herkimer County, New York","75594","2755","null","null",
"0500000US36045","Jefferson County, New York","66711","2022","null","null",
"0500000US36047","Kings County, New York","71985","874","null","null",
"0500000US36049","Lewis County, New York","65238","3530","null","null",
"0500000US36051","Livingston County, New York","75384","2101","null","null",
"0500000US36053","Madison County, New York","78812","4497","null","null",
"0500000US36055","Monroe County, New York","82439","1105","null","null",
"0500000US36057","Montgomery County, New York","63989","3704","null","null",
"0500000US36059","Nassau County, New York","139459","1879","null","null",
"0500000US36061","New York County, New York","114659","2563","null","null",
"0500000US36063","Niagara County, New York","75900","2241","null","null",
"0500000US36065","Oneida County, New York","74796","1964","null","null",
"0500000US36067","Onondaga County, New York","82368","1372","null","null",
"0500000US36069","Ontario County, New York","83153","2237","null","null",
"0500000US36071","Orange County, New York","97542","2230","null","null",
"0500000US36073","Orleans County, New York","64898","4014","null","null",
"0500000US36075","Oswego County, New York","71285","2272","null","null",
"0500000US36077","Otsego County, New York","71686","3591","null","null",
"0500000US36079","Putnam County, New York","122394","4816","null","null",
"0500000US36081","Queens County, New York","81193","904","null","null",
"0500000US36083","Rensselaer County, New York","91355","2699","null","null",
"0500000US36085","Richmond County, New York","102502","2361","null","null",
"0500000US36087","Rockland County, New York","112034","2673","null","null",
"0500000US36089","St. Lawrence County, New York","66843","2005","null","null",
"0500000US36091","Saratoga County, New York","106258","2510","null","null",
"0500000US36093","Schenectady County, New York","86124","2785","null","null",
"0500000US36095","Schoharie County, New York","71211","3189","null","null",
"0500000US36097","Schuyler County, New York","69650","5267","null","null",
"0500000US36099","Seneca County, New York","70915","3962","null","null",
"0500000US36101","Steuben County, New York","68744","2452","null","null",
"0500000US36103","Suffolk County, New York","123117","1186","null","null",
"0500000US36105","Sullivan County, New York","72302","4919","null","null",
"0500000US36107","Tioga County, New York","75656","3783","null","null",
"0500000US36109","Tompkins County, New York","87977","5351","null","null",
"0500000US36111","Ulster County, New York","87034","2550","null","null",
"0500000US36113","Warren County, New York","86250","4834","null","null",
"0500000US36115","Washington County, New York","69659","2374","null","null",
"0500000US36117","Wayne County, New York","76002","2604","null","null",
"0500000US36119","Westchester County, New York","126992","2263","null","null",
"0500000US36121","Wyoming County, New York","71579","2776","null","null",
"0500000US36123","Yates County, New York","70455","5498","null","null",
"0500000US37001","Alamance County, North Carolina","66737","2723","null","null",
"0500000US37003","Alexander County, North Carolina","63295","3804","null","null",
"0500000US37005","Alleghany County, North Carolina","46953","5349","null","null",
"0500000US37007","Anson County, North Carolina","52429","3512","null","null",
"0500000US37009","Ashe County, North Carolina","53971","4390","null","null",
"0500000US37011","Avery County, North Carolina","56060","7692","null","null",
"0500000US37013","Beaufort County, North Carolina","61890","4070","null","null",
"0500000US37015","Bertie County, North Carolina","48806","4751","null","null",
"0500000US37017","Bladen County, North Carolina","47105","3184","null","null",
"0500000US37019","Brunswick County, North Carolina","71988","3242","null","null",
"0500000US37021","Buncombe County, North Carolina","73274","2679","null","null",
"0500000US37023","Burke County, North Carolina","56197","2217","null","null",
"0500000US37025","Cabarrus County, North Carolina","85479","2001","null","null",
"0500000US37027","Caldwell County, North Carolina","56738","3657","null","null",
"0500000US37029","Camden County, North Carolina","69068","12593","null","null",
"0500000US37031","Carteret County, North Carolina","74417","3299","null","null",
"0500000US37033","Caswell County, North Carolina","60319","4979","null","null",
"0500000US37035","Catawba County, North Carolina","66210","2963","null","null",
"0500000US37037","Chatham County, North Carolina","88206","5393","null","null",
"0500000US37039","Cherokee County, North Carolina","52797","4114","null","null",
"0500000US37041","Chowan County, North Carolina","54538","9239","null","null",
"0500000US37043","Clay County, North Carolina","54777","8327","null","null",
"0500000US37045","Cleveland County, North Carolina","55121","3046","null","null",
"0500000US37047","Columbus County, North Carolina","50411","2972","null","null",
"0500000US37049","Craven County, North Carolina","66298","2391","null","null",
"0500000US37051","Cumberland County, North Carolina","57586","1385","null","null",
"0500000US37053","Currituck County, North Carolina","87778","5393","null","null",
"0500000US37055","Dare County, North Carolina","78462","4877","null","null",
"0500000US37057","Davidson County, North Carolina","63302","1865","null","null",
"0500000US37059","Davie County, North Carolina","73817","4690","null","null",
"0500000US37061","Duplin County, North Carolina","55763","2113","null","null",
"0500000US37063","Durham County, North Carolina","83872","2966","null","null",
"0500000US37065","Edgecombe County, North Carolina","47094","2332","null","null",
"0500000US37067","Forsyth County, North Carolina","68887","1826","null","null",
"0500000US37069","Franklin County, North Carolina","70061","4103","null","null",
"0500000US37071","Gaston County, North Carolina","66558","1634","null","null",
"0500000US37073","Gates County, North Carolina","58200","9682","null","null",
"0500000US37075","Graham County, North Carolina","51116","3980","null","null",
"0500000US37077","Granville County, North Carolina","67213","5170","null","null",
"0500000US37079","Greene County, North Carolina","55636","3120","null","null",
"0500000US37081","Guilford County, North Carolina","70547","1587","null","null",
"0500000US37083","Halifax County, North Carolina","45252","3176","null","null",
"0500000US37085","Harnett County, North Carolina","67029","1636","null","null",
"0500000US37087","Haywood County, North Carolina","66508","2721","null","null",
"0500000US37089","Henderson County, North Carolina","71966","2219","null","null",
"0500000US37091","Hertford County, North Carolina","53174","4606","null","null",
"0500000US37093","Hoke County, North Carolina","62789","2884","null","null",
"0500000US37095","Hyde County, North Carolina","51471","14767","null","null",
"0500000US37097","Iredell County, North Carolina","73346","2707","null","null",
"0500000US37099","Jackson County, North Carolina","63715","4734","null","null",
"0500000US37101","Johnston County, North Carolina","74922","2656","null","null",
"0500000US37103","Jones County, North Carolina","55256","7829","null","null",
"0500000US37105","Lee County, North Carolina","59013","1733","null","null",
"0500000US37107","Lenoir County, North Carolina","53964","3669","null","null",
"0500000US37109","Lincoln County, North Carolina","72078","3136","null","null",
"0500000US37111","McDowell County, North Carolina","54824","3150","null","null",
"0500000US37113","Macon County, North Carolina","60288","2689","null","null",
"0500000US37115","Madison County, North Carolina","69681","5052","null","null",
"0500000US37117","Martin County, North Carolina","50769","3921","null","null",
"0500000US37119","Mecklenburg County, North Carolina","85793","1637","null","null",
"0500000US37121","Mitchell County, North Carolina","61051","4883","null","null",
"0500000US37123","Montgomery County, North Carolina","55331","3264","null","null",
"0500000US37125","Moore County, North Carolina","82797","3182","null","null",
"0500000US37127","Nash County, North Carolina","61229","2061","null","null",
"0500000US37129","New Hanover County, North Carolina","79830","2496","null","null",
"0500000US37131","Northampton County, North Carolina","48815","4108","null","null",
"0500000US37133","Onslow County, North Carolina","57756","2704","null","null",
"0500000US37135","Orange County, North Carolina","104734","5159","null","null",
"0500000US37137","Pamlico County, North Carolina","64508","7424","null","null",
"0500000US37139","Pasquotank County, North Carolina","72184","4617","null","null",
"0500000US37141","Pender County, North Carolina","74992","5468","null","null",
"0500000US37143","Perquimans County, North Carolina","61471","11396","null","null",
"0500000US37145","Person County, North Carolina","70814","5400","null","null",
"0500000US37147","Pitt County, North Carolina","63272","3226","null","null",
"0500000US37149","Polk County, North Carolina","65766","5130","null","null",
"0500000US37151","Randolph County, North Carolina","57375","2232","null","null",
"0500000US37153","Richmond County, North Carolina","51754","4763","null","null",
"0500000US37155","Robeson County, North Carolina","44909","2135","null","null",
"0500000US37157","Rockingham County, North Carolina","55678","1871","null","null",
"0500000US37159","Rowan County, North Carolina","62091","2368","null","null",
"0500000US37161","Rutherford County, North Carolina","53158","4360","null","null",
"0500000US37163","Sampson County, North Carolina","52517","3097","null","null",
"0500000US37165","Scotland County, North Carolina","46269","2605","null","null",
"0500000US37167","Stanly County, North Carolina","68491","2070","null","null",
"0500000US37169","Stokes County, North Carolina","59377","5509","null","null",
"0500000US37171","Surry County, North Carolina","62889","4233","null","null",
"0500000US37173","Swain County, North Carolina","63789","6666","null","null",
"0500000US37175","Transylvania County, North Carolina","64537","4622","null","null",
"0500000US37177","Tyrrell County, North Carolina","52016","6247","null","null",
"0500000US37179","Union County, North Carolina","94299","2309","null","null",
"0500000US37181","Vance County, North Carolina","51913","4246","null","null",
"0500000US37183","Wake County, North Carolina","104072","1347","null","null",
"0500000US37185","Warren County, North Carolina","50454","6368","null","null",
"0500000US37187","Washington County, North Carolina","47385","4305","null","null",
"0500000US37189","Watauga County, North Carolina","75042","6229","null","null",
"0500000US37191","Wayne County, North Carolina","59689","2834","null","null",
"0500000US37193","Wilkes County, North Carolina","57667","3000","null","null",
"0500000US37195","Wilson County, North Carolina","60313","4295","null","null",
"0500000US37197","Yadkin County, North Carolina","63053","4267","null","null",
"0500000US37199","Yancey County, North Carolina","59923","4163","null","null",
"0500000US38001","Adams County, North Dakota","73625","17279","null","null",
"0500000US38003","Barnes County, North Dakota","78320","5007","null","null",
"0500000US38005","Benson County, North Dakota","58482","3588","null","null",
"0500000US38007","Billings County, North Dakota","94167","27497","null","null",
"0500000US38009","Bottineau County, North Dakota","86121","8814","null","null",
"0500000US38011","Bowman County, North Dakota","90000","13127","null","null",
"0500000US38013","Burke County, North Dakota","97042","9565","null","null",
"0500000US38015","Burleigh County, North Dakota","93822","3728","null","null",
"0500000US38017","Cass County, North Dakota","90925","3134","null","null",
"0500000US38019","Cavalier County, North Dakota","80404","8303","null","null",
"0500000US38021","Dickey County, North Dakota","86332","7372","null","null",
"0500000US38023","Divide County, North Dakota","90357","8586","null","null",
"0500000US38025","Dunn County, North Dakota","108816","6143","null","null",
"0500000US38027","Eddy County, North Dakota","77833","11905","null","null",
"0500000US38029","Emmons County, North Dakota","76944","10394","null","null",
"0500000US38031","Foster County, North Dakota","96384","9384","null","null",
"0500000US38033","Golden Valley County, North Dakota","88304","13175","null","null",
"0500000US38035","Grand Forks County, North Dakota","82115","2698","null","null",
"0500000US38037","Grant County, North Dakota","70000","7186","null","null",
"0500000US38039","Griggs County, North Dakota","75913","5335","null","null",
"0500000US38041","Hettinger County, North Dakota","73750","14874","null","null",
"0500000US38043","Kidder County, North Dakota","64962","6748","null","null",
"0500000US38045","LaMoure County, North Dakota","81439","4992","null","null",
"0500000US38047","Logan County, North Dakota","68071","3082","null","null",
"0500000US38049","McHenry County, North Dakota","86541","6155","null","null",
"0500000US38051","McIntosh County, North Dakota","66528","8675","null","null",
"0500000US38053","McKenzie County, North Dakota","98380","13173","null","null",
"0500000US38055","McLean County, North Dakota","84213","5316","null","null",
"0500000US38057","Mercer County, North Dakota","97207","8236","null","null",
"0500000US38059","Morton County, North Dakota","93236","3438","null","null",
"0500000US38061","Mountrail County, North Dakota","84420","11070","null","null",
"0500000US38063","Nelson County, North Dakota","77727","5869","null","null",
"0500000US38065","Oliver County, North Dakota","81719","12619","null","null",
"0500000US38067","Pembina County, North Dakota","79076","6088","null","null",
"0500000US38069","Pierce County, North Dakota","81429","13385","null","null",
"0500000US38071","Ramsey County, North Dakota","76806","10346","null","null",
"0500000US38073","Ransom County, North Dakota","82656","7188","null","null",
"0500000US38075","Renville County, North Dakota","85714","15971","null","null",
"0500000US38077","Richland County, North Dakota","79745","2538","null","null",
"0500000US38079","Rolette County, North Dakota","55185","4706","null","null",
"0500000US38081","Sargent County, North Dakota","79604","3573","null","null",
"0500000US38083","Sheridan County, North Dakota","66964","7258","null","null",
"0500000US38085","Sioux County, North Dakota","46071","10399","null","null",
"0500000US38087","Slope County, North Dakota","81176","12394","null","null",
"0500000US38089","Stark County, North Dakota","94227","7493","null","null",
"0500000US38091","Steele County, North Dakota","98333","14950","null","null",
"0500000US38093","Stutsman County, North Dakota","75889","6203","null","null",
"0500000US38095","Towner County, North Dakota","77308","18227","null","null",
"0500000US38097","Traill County, North Dakota","88667","4029","null","null",
"0500000US38099","Walsh County, North Dakota","66915","5919","null","null",
"0500000US38101","Ward County, North Dakota","87500","4491","null","null",
"0500000US38103","Wells County, North Dakota","75833","11681","null","null",
"0500000US38105","Williams County, North Dakota","95947","10336","null","null",
"0500000US39001","Adams County, Ohio","53436","4461","null","null",
"0500000US39003","Allen County, Ohio","64913","2182","null","null",
"0500000US39005","Ashland County, Ohio","68750","4945","null","null",
"0500000US39007","Ashtabula County, Ohio","58452","2974","null","null",
"0500000US39009","Athens County, Ohio","65649","4518","null","null",
"0500000US39011","Auglaize County, Ohio","80097","3941","null","null",
"0500000US39013","Belmont County, Ohio","66233","1909","null","null",
"0500000US39015","Brown County, Ohio","69794","5050","null","null",
"0500000US39017","Butler County, Ohio","84957","2039","null","null",
"0500000US39019","Carroll County, Ohio","64813","4101","null","null",
"0500000US39021","Champaign County, Ohio","72008","2048","null","null",
"0500000US39023","Clark County, Ohio","63361","1661","null","null",
"0500000US39025","Clermont County, Ohio","86076","2467","null","null",
"0500000US39027","Clinton County, Ohio","67052","5628","null","null",
"0500000US39029","Columbiana County, Ohio","65673","4005","null","null",
"0500000US39031","Coshocton County, Ohio","57046","3452","null","null",
"0500000US39033","Crawford County, Ohio","58138","2251","null","null",
"0500000US39035","Cuyahoga County, Ohio","70472","961","null","null",
"0500000US39037","Darke County, Ohio","70290","3390","null","null",
"0500000US39039","Defiance County, Ohio","73260","2942","null","null",
"0500000US39041","Delaware County, Ohio","131292","2265","null","null",
"0500000US39043","Erie County, Ohio","71539","3717","null","null",
"0500000US39045","Fairfield County, Ohio","87194","2768","null","null",
"0500000US39047","Fayette County, Ohio","58670","5261","null","null",
"0500000US39049","Franklin County, Ohio","78510","1211","null","null",
"0500000US39051","Fulton County, Ohio","71306","3221","null","null",
"0500000US39053","Gallia County, Ohio","62846","4360","null","null",
"0500000US39055","Geauga County, Ohio","100185","3764","null","null",
"0500000US39057","Greene County, Ohio","90453","2610","null","null",
"0500000US39059","Guernsey County, Ohio","55068","3792","null","null",
"0500000US39061","Hamilton County, Ohio","80443","1594","null","null",
"0500000US39063","Hancock County, Ohio","76704","3310","null","null",
"0500000US39065","Hardin County, Ohio","62298","3195","null","null",
"0500000US39067","Harrison County, Ohio","61987","6974","null","null",
"0500000US39069","Henry County, Ohio","73310","3631","null","null",
"0500000US39071","Highland County, Ohio","60956","4921","null","null",
"0500000US39073","Hocking County, Ohio","67152","4082","null","null",
"0500000US39075","Holmes County, Ohio","72654","4005","null","null",
"0500000US39077","Huron County, Ohio","67263","3054","null","null",
"0500000US39079","Jackson County, Ohio","54926","6090","null","null",
"0500000US39081","Jefferson County, Ohio","60034","2527","null","null",
"0500000US39083","Knox County, Ohio","71099","2631","null","null",
"0500000US39085","Lake County, Ohio","82354","2078","null","null",
"0500000US39087","Lawrence County, Ohio","57454","3238","null","null",
"0500000US39089","Licking County, Ohio","83118","3035","null","null",
"0500000US39091","Logan County, Ohio","74797","2436","null","null",
"0500000US39093","Lorain County, Ohio","75655","1564","null","null",
"0500000US39095","Lucas County, Ohio","66146","1741","null","null",
"0500000US39097","Madison County, Ohio","79264","3891","null","null",
"0500000US39099","Mahoning County, Ohio","64004","1810","null","null",
"0500000US39101","Marion County, Ohio","63084","2909","null","null",
"0500000US39103","Medina County, Ohio","95671","2427","null","null",
"0500000US39105","Meigs County, Ohio","57809","6169","null","null",
"0500000US39107","Mercer County, Ohio","81506","2628","null","null",
"0500000US39109","Miami County, Ohio","79154","2929","null","null",
"0500000US39111","Monroe County, Ohio","59276","9728","null","null",
"0500000US39113","Montgomery County, Ohio","69893","1385","null","null",
"0500000US39115","Morgan County, Ohio","51131","4882","null","null",
"0500000US39117","Morrow County, Ohio","69767","4219","null","null",
"0500000US39119","Muskingum County, Ohio","60974","3474","null","null",
"0500000US39121","Noble County, Ohio","57867","4259","null","null",
"0500000US39123","Ottawa County, Ohio","82210","3508","null","null",
"0500000US39125","Paulding County, Ohio","68812","4082","null","null",
"0500000US39127","Perry County, Ohio","60988","2807","null","null",
"0500000US39129","Pickaway County, Ohio","74943","3964","null","null",
"0500000US39131","Pike County, Ohio","58718","4496","null","null",
"0500000US39133","Portage County, Ohio","78785","2651","null","null",
"0500000US39135","Preble County, Ohio","73166","3536","null","null",
"0500000US39137","Putnam County, Ohio","84513","3361","null","null",
"0500000US39139","Richland County, Ohio","63284","1687","null","null",
"0500000US39141","Ross County, Ohio","64677","3016","null","null",
"0500000US39143","Sandusky County, Ohio","68682","2666","null","null",
"0500000US39145","Scioto County, Ohio","54415","2846","null","null",
"0500000US39147","Seneca County, Ohio","63655","3076","null","null",
"0500000US39149","Shelby County, Ohio","78354","2232","null","null",
"0500000US39151","Stark County, Ohio","70330","1054","null","null",
"0500000US39153","Summit County, Ohio","76439","1090","null","null",
"0500000US39155","Trumbull County, Ohio","60127","1853","null","null",
"0500000US39157","Tuscarawas County, Ohio","65760","2573","null","null",
"0500000US39159","Union County, Ohio","104533","3658","null","null",
"0500000US39161","Van Wert County, Ohio","69125","4647","null","null",
"0500000US39163","Vinton County, Ohio","57043","5508","null","null",
"0500000US39165","Warren County, Ohio","104039","2374","null","null",
"0500000US39167","Washington County, Ohio","65550","2815","null","null",
"0500000US39169","Wayne County, Ohio","72511","1822","null","null",
"0500000US39171","Williams County, Ohio","64978","2871","null","null",
"0500000US39173","Wood County, Ohio","83438","2728","null","null",
"0500000US39175","Wyandot County, Ohio","70279","4727","null","null",
"0500000US40001","Adair County, Oklahoma","45660","2839","null","null",
"0500000US40003","Alfalfa County, Oklahoma","74583","4150","null","null",
"0500000US40005","Atoka County, Oklahoma","53415","4475","null","null",
"0500000US40007","Beaver County, Oklahoma","60580","5057","null","null",
"0500000US40009","Beckham County, Oklahoma","61832","6031","null","null",
"0500000US40011","Blaine County, Oklahoma","60114","8712","null","null",
"0500000US40013","Bryan County, Oklahoma","56874","1669","null","null",
"0500000US40015","Caddo County, Oklahoma","57332","3443","null","null",
"0500000US40017","Canadian County, Oklahoma","85700","2579","null","null",
"0500000US40019","Carter County, Oklahoma","63774","2574","null","null",
"0500000US40021","Cherokee County, Oklahoma","56339","3484","null","null",
"0500000US40023","Choctaw County, Oklahoma","52125","3122","null","null",
"0500000US40025","Cimarron County, Oklahoma","58534","5206","null","null",
"0500000US40027","Cleveland County, Oklahoma","80924","1649","null","null",
"0500000US40029","Coal County, Oklahoma","53026","5886","null","null",
"0500000US40031","Comanche County, Oklahoma","65651","3382","null","null",
"0500000US40033","Cotton County, Oklahoma","59605","7504","null","null",
"0500000US40035","Craig County, Oklahoma","50176","3367","null","null",
"0500000US40037","Creek County, Oklahoma","66569","2732","null","null",
"0500000US40039","Custer County, Oklahoma","69596","5378","null","null",
"0500000US40041","Delaware County, Oklahoma","56025","2676","null","null",
"0500000US40043","Dewey County, Oklahoma","62122","5019","null","null",
"0500000US40045","Ellis County, Oklahoma","67222","4232","null","null",
"0500000US40047","Garfield County, Oklahoma","65663","5281","null","null",
"0500000US40049","Garvin County, Oklahoma","55219","2698","null","null",
"0500000US40051","Grady County, Oklahoma","75100","3588","null","null",
"0500000US40053","Grant County, Oklahoma","71313","5971","null","null",
"0500000US40055","Greer County, Oklahoma","60682","9834","null","null",
"0500000US40057","Harmon County, Oklahoma","61827","7854","null","null",
